blockgr10,rs,sfpar,mfpar,cdpar,aptpar,othpar,alsales,sfsales,mfsales,cdsales,f,f_bor,f_tax,f_mort,gt1_alsales,gt1_sfsales,gt1_mfsales,gt1_cdsales,cntynme10,area10,demo,mf_s8prop,assisted_units_count,property_total_unit_count,pop,vac_hunit,rent_hunit,com_area,rvac_area,pv,n_sales_17,med_sfarea17,med_sfprice17,med_sfprice_per_sqft17,n_sales_18,med_sfarea18,med_sfprice18,med_sfprice_per_sqft18,n_sales_19,med_sfarea19,med_sfprice19,med_sfprice_per_sqft19,med_alsales,med_sfsales,med_mfsales,med_cdsales,med_alpricesft,med_sfpricesft,med_mfpricesft,med_cdpricesft,std_alpricesft,std_sfpricesft,std_mfpricesft,std_cdpricesft,_gt1_alsales,_gt1_sfsales,_gt1_mfsales,_gt1_cdsales,_mf_s8prop,_com_area,_rvac_area,_pv
390351036023,271,176,85,10,0,0,61,39,21,1,3,0,0,3,58,38,19,1,Cuyahoga,0.1124086289,4,0,0,0,891,40,245,0.0417511765,0.0101813949,46,13,1274,178000,125,14,1285,161500,150.3267156,12,1670,287450,153.38162356,1.0517241379,1.0263157895,1.1052631579,1,125,149.21171171,87.440381558,98.116169545,58.902933533,60.694108925,43.652770386,,21.4,14.02,7.01,0.37,0,37.14,9.06,16.97
390351036024,111,47,9,52,0,3,18,9,3,6,1,0,0,1,18,9,3,6,Cuyahoga,0.1553987895,6,0,0,0,694,59,543,0.0862616578,0.0089757303,12,1,1294,192500,148.76352396,4,2939.5,464000,197.94743176,4,2395,437425,203.81575579,1,1,1,1,133.9055715,190.02375297,74.404761905,100.77423421,61.787154439,50.677721342,18.647022293,46.136044001,16.22,8.11,2.7,5.41,0,55.51,5.78,10.81
390351038001,228.33333333,126,101.66666667,0,0,1,38,11,27,0,14,3,10,1,30,10,20,0,Cuyahoga,0.1964978216,10,0,0,0,871,106,157,0.0564113794,0.0230059831,52,4,1040,30450,35.538310275,6,1144,23650,20.293034628,1,1174,13800,11.754684838,1.2666666667,1.1,1.35,,21.627090108,20.819672131,23.340248963,,14.370647097,10.841957211,15.766690714,,13.14,4.38,8.76,0,0,28.71,11.71,22.77
390351038002,284.33333333,188.33333333,94,0,0,2,82,57,25,0,8,3,1,4,70,49,21,0,Cuyahoga,0.1387083647,10,0,0,0,735,119,209,0.0406535526,0.0291227976,59,20,1283,94375,95.712226375,16,1180,106250,77.129693079,21,1152,100700,84.056761269,1.1714285714,1.1632653061,1.1904761905,,62.511273449,88.655462185,51.724137931,,59.14631919,63.284036148,37.644093073,,24.62,17.23,7.39,0,0,29.31,21,20.75
390351039001,226.33333333,135.33333333,86.333333333,0,0,4.6666666667,40,15,25,0,18,11,6,1,31,12,19,0,Cuyahoga,0.1788490912,8,0,0,0,1390,59,213,0.0805925735,0.0235929609,40,8,968,24000,24.062164339,2,1262,57387.5,39.223459152,5,1468,45000,30.653950954,1.2903225806,1.25,1.3157894737,,19.235434265,30.229591837,15.23297491,,14.631377322,17.656750618,11.480729308,,13.7,5.3,8.39,0,0,45.06,13.19,17.67
390351039002,274,170.33333333,97,0,0,6.6666666667,60,31,29,0,8,3,1,4,53,29,24,0,Cuyahoga,0.2047048094,16,0,0,0,982,101,215,0.0750770489,0.0176429063,45,9,1312,95000,72.408536585,10,1264,27875,24.339375902,12,1168,124500,110.24375469,1.1320754717,1.0689655172,1.2083333333,,73.933927085,78.723404255,51.80608365,,73.105712428,75.489821624,70.809161858,,19.34,10.58,8.76,0,0,36.68,8.62,16.42
390351041001,184.33333333,109.66666667,70,0,0,4.6666666667,41,27,14,0,2,1,0,1,34,24,10,0,Cuyahoga,0.2177689626,8,0,0,0,633,67,212,0.0903467918,0.0279522498,27,6,1193.5,139000,100.87521174,11,1330,135972,113.23425336,10,1114,84172,73.414691008,1.2058823529,1.125,1.4,,80.906148867,82.437275986,69.833908036,,53.439621495,60.140572275,32.488581252,,18.44,13.02,5.42,0,0,41.49,12.84,14.65
390351041002,44.333333333,25,19.333333333,0,0,0,10,5,5,0,0,0,0,0,6,3,3,0,Cuyahoga,0.0462044612,1,0,0,0,346,33,202,0.0219618414,0.0027168345,10,0,0,0,0,0,0,0,0,0,0,0,0,1.6666666667,1.6666666667,1.6666666667,,29.158925607,30.845323741,27.472527473,,21.100252386,14.091152761,25.748173801,,13.53,6.77,6.77,0,0,47.53,5.88,22.56
390351042001,85,68,16,0,0,1.5,23,20,3,0,0,0,0,0,21,18,3,0,Cuyahoga,0.4583766411,4,0,0,0,695,17,218,0.1864401831,0.0013536286,3,11,1726,344000,192.13174748,2,1590,417000,288.35659022,7,2270,400000,184.59069021,1.0952380952,1.1111111111,1,,192.13174748,189.28621273,221.39784946,,50.779892505,46.837611225,83.446824091,,24.71,21.18,3.53,0,0,40.67,0.3,3.53
390351042002,113.66666667,57.666666667,42,13,0,1,26,11,7,8,2,0,0,2,25,10,7,8,Cuyahoga,0.1170036309,0,0,0,0,589,23,376,0.0306104009,0.0036200786,1,4,1086,183500,152.14432658,0,0,0,0,7,1252,224400,243.30357143,1.04,1.1,1,1,147.56828642,175.94043887,64.102564103,150.09125046,75.904919964,73.836760876,40.062221268,42.024645124,21.99,8.8,6.16,7.04,0,26.16,3.09,0.88
390351043001,239.33333333,153,82.666666667,0,0,3.6666666667,59,47,12,0,5,1,0,4,53,44,9,0,Cuyahoga,0.0674744439,4,0,0,0,1025,63,352,0.0187209094,0.0152133551,7,18,1752,377250,177.1621404,15,2264,390000,186.23737374,14,2183.5,424250,183.47731691,1.1132075472,1.0681818182,1.3333333333,,170.17474186,180.25447691,151.89072982,,58.701366916,61.90991984,37.863208375,,22.14,18.38,3.76,0,0,27.75,22.55,2.92
390351043002,248.66666667,146.33333333,92.666666667,7,0,2.6666666667,62,45,16,1,6,1,1,4,56,41,14,1,Cuyahoga,0.1173082655,3,0,0,0,1075,56,348,0.0251268365,0.0145846605,22,12,1558,305000,173.97957516,14,1440,154500,115.82681899,19,1591,312000,184.97109827,1.1071428571,1.0975609756,1.1428571429,1,142.33782906,159.59980943,88.423180281,148.90510949,66.712965606,66.479198296,48.037031803,,22.52,16.49,5.63,0.4,0,21.42,12.43,8.85
390351044001,257.66666667,148.33333333,105.33333333,0,0,4,57,33,24,0,6,1,1,4,51,30,21,0,Cuyahoga,0.2862090481,4,0,0,0,879,68,257,0.0069901429,0.0207110164,26,9,1514,148000,101.70454545,14,1188,131000,111.92032723,10,1644,238750,140.73803082,1.1176470588,1.1,1.1428571429,,99.92706054,119.61093586,62.968641761,,65.015624668,68.344899177,37.344526162,,19.79,11.64,8.15,0,0,2.44,7.24,10.09
390351044002,132.66666667,62.666666667,61.666666667,5,0,3.3333333333,18,9,9,0,3,0,2,1,16,8,8,0,Cuyahoga,0.1507659495,6,0,0,0,313,43,159,0.0239459582,0.012309781,10,4,1372.5,164750,113.91330524,3,1224,138500,118.46405229,2,1442.5,133400,79.62038152,1.125,1.125,1.125,,72.453871611,117.43404035,41.60887656,,54.947077085,49.35893882,52.825645379,,12.06,6.03,6.03,0,0,15.88,8.16,7.54
390351046001,129,66,62.666666667,0,0,1,25,11,14,0,11,3,6,2,21,10,11,0,Cuyahoga,0.087997705,3,0,0,0,434,51,121,0.0629581683,0.004982065,24,2,1124,3500,3.2916853429,5,1432,42200,29.469273743,4,1230,23152,20.136011905,1.1904761905,1.1,1.2727272727,,14.554794521,19.097222222,13.569256959,,22.455829126,28.547054197,15.657155744,,16.28,7.75,8.53,0,0,71.55,5.66,18.6
390351046002,115.66666667,65.666666667,49.666666667,0,0,1,26,12,14,0,8,3,2,3,21,11,10,0,Cuyahoga,0.0592238265,3,0,0,0,586,89,258,0.0235929609,0.0045338685,30,4,1802,56000,28.498931624,6,1096.5,23350,22.019944341,2,1208.5,13750,11.035644246,1.2380952381,1.0909090909,1.4,,12.934856116,20.857267732,10.67612901,,21.562649176,27.2429967,11.382411863,,18.16,9.51,8.65,0,0,39.84,7.66,25.94
390351048001,165,83,80.666666667,0,0,2,37,21,16,0,3,1,1,1,30,17,13,0,Cuyahoga,1.044782833,8,0,0,0,717,48,211,0.600337609,0.0104613249,34,11,1550,81000,70.512820513,5,1168,40000,25.906735751,5,1544,65000,47.619047619,1.2333333333,1.2352941176,1.2307692308,,40.909090909,50,39.276141307,,29.733572685,32.504704499,24.977329927,,18.18,10.3,7.88,0,0,57.46,1,20.61
390351048002,151.66666667,68,82,0,0,1.6666666667,34,12,22,0,7,1,3,3,28,10,18,0,Cuyahoga,0.0702427965,2,0,0,0,419,40,136,0.009568806,0.0067671028,23,6,1389,26250,20.159948748,6,1306,22850,16.60925823,0,0,0,0,1.2142857143,1.2,1.2222222222,,20.508898971,19.767255271,21.738661954,,11.745934573,12.180364683,11.648757589,,18.46,6.59,11.87,0,0,13.62,9.63,15.16
390351048003,134.66666667,60,74.666666667,0,0,0,27,17,10,0,7,2,2,3,20,13,7,0,Cuyahoga,0.1385894452,1,0,0,0,596,90,128,0.0008444172,0.0042142304,16,3,1555,42700,44.270833333,7,1192,45000,29.342723005,7,1680,66500,49.479166667,1.35,1.3076923077,1.4285714286,,32.327586207,38.69047619,29.348022254,,31.989466767,34.053127753,27.091515886,,14.85,9.65,5.2,0,0,0.61,3.04,11.88
390351049001,168.66666667,128,40.666666667,0,0,0,42,29,13,0,21,7,9,5,32,23,9,0,Cuyahoga,0.0445612103,9,0,0,0,409,70,137,0.0053793259,0.0083042068,27,8,1294.5,27000,20.136358731,12,1231.5,30750,24.238183736,9,1183,22500,22.511848341,1.3125,1.2608695652,1.4444444444,,22.078434993,22.511848341,19.946808511,,12.079011974,12.611582523,10.556182257,,18.97,13.64,5.34,0,0,12.07,18.64,16.01
390351049002,116.66666667,75,40.333333333,0,0,1.3333333333,23,17,6,0,5,1,2,2,18,12,6,0,Cuyahoga,0.0435550281,3,0,0,0,329,106,60,0.0108747274,0.0057011521,15,6,1383,27250,19.189758056,3,1664,58000,38.461538462,8,1144,22500,20.134400159,1.2777777778,1.4166666667,1,,19.521912351,19.891826923,16.47704181,,19.126627126,21.105327499,8.5700231141,,15.43,10.29,5.14,0,0,24.97,13.09,12.86
390351049003,208.66666667,124.33333333,83,0,0,1.3333333333,34,18,16,0,9,1,3,5,26,13,13,0,Cuyahoga,0.0684802401,3,0,0,0,967,41,162,0.0083233615,0.0102165476,45,6,1226.5,39200,32.757169547,9,1272,19300,19.87281399,3,696,18000,18.282988871,1.3076923077,1.3846153846,1.2307692308,,20.521163422,24.029786401,19.8810925,,13.940798374,15.124325895,12.860885326,,12.46,6.23,6.23,0,0,12.15,14.92,21.57
390351049004,170.33333333,96.333333333,73.666666667,0,0,1,25,9,16,0,9,2,2,5,20,9,11,0,Cuyahoga,0.0827019276,1,0,0,0,617,60,98,0.0068775468,0.0050583965,33,4,1596,34125,22.653575303,3,1484,36600,24.663072776,2,1436.5,14750,10.626763012,1.25,1,1.4545454545,,24.663072776,18.261504748,25.109114724,,18.692185903,29.190609673,9.8734735074,,11.74,5.28,6.46,0,0,8.32,6.12,19.37
390351051001,184.66666667,116,67.666666667,0,0,1,48,22,26,0,8,2,3,3,39,19,20,0,Cuyahoga,0.0642512629,5,0,0,0,658,54,190,0.0119200887,0.007236642,37,10,1211,15100,11.122783892,8,1164.5,21600,20.562811237,4,1336.5,42500,33.380916062,1.2307692308,1.1578947368,1.3,,19.549032155,19.196659297,19.549032155,,13.729427577,15.883476384,11.89315625,,21.12,10.29,10.83,0,0,18.55,11.26,20.04
390351051002,259,153.66666667,104.33333333,0,0,1,64,25,39,0,14,1,6,7,51,21,30,0,Cuyahoga,0.3121659251,4,0,0,0,883,11,168,0.0338394599,0.0072223298,47,6,1207,21504.5,19.292845144,13,1239,27500,23.304176517,6,1203.5,26500,20.810146924,1.2549019608,1.1904761905,1.3,,20.801898734,21.120293848,19.729425028,,12.351191628,12.599300507,12.213966683,,19.69,8.11,11.58,0,0,10.84,2.31,18.15
390351051003,371,119.33333333,74.333333333,0,0,177.33333333,23,10,13,0,13,5,5,3,20,9,11,0,Cuyahoga,0.4630573578,2,0,0,0,1554,56,332,0.2268305929,0.0079736283,26,4,1280,20750,19.7265625,5,956,29100,28.242677824,1,858,20000,23.31002331,1.15,1.1111111111,1.1818181818,,15.904017857,25.433333333,10.638297872,,17.004321232,15.518236412,16.402866566,,5.39,2.43,2.96,0,0,48.99,1.72,7.01
390351051004,297,190.66666667,104.33333333,0,0,3,63,36,27,0,18,4,6,8,50,30,20,0,Cuyahoga,0.0811015341,13,0,0,0,1398,83,212,0.0152124584,0.0130333879,31,14,1173,22600,18.16058323,11,1201,20000,16.352201258,11,1022,14500,15.104166667,1.26,1.2,1.35,,16.315789474,15.911654135,16.975308642,,11.826085392,14.205982144,7.7550062098,,16.84,10.1,6.73,0,0,18.76,16.07,10.44
390351053001,185.33333333,122.33333333,62.666666667,0,0,1,38,25,13,0,10,3,2,5,27,17,10,0,Cuyahoga,0.0508125906,4,0,0,0,730,45,100,0.0026770546,0.0019002525,15,6,1639,26600,17.019557319,6,1308,24600,19.234097368,13,1626,32900,21.224984839,1.4074074074,1.4705882353,1.3,,19.618498234,19.727520436,19.509476031,,9.9512039469,10.443888308,9.1044605033,,14.57,9.17,5.4,0,0,5.27,3.74,8.09
390351053002,204.33333333,148,55.666666667,0,0,1,40,25,15,0,6,1,2,3,33,21,12,0,Cuyahoga,0.0795814498,1,0,0,0,417,51,132,0.0160370394,0.0029467975,29,14,1343.5,21500,16.599025974,8,1312,31000,23.385705204,3,1440,20000,29.325513196,1.2121212121,1.1904761905,1.25,,22.18304084,21.978021978,22.388059701,,13.300263438,11.443848362,16.153202724,,16.15,10.28,5.87,0,0,20.15,3.7,14.19
390351053003,275,174,101,0,0,0,62,38,24,0,16,2,4,10,55,37,18,0,Cuyahoga,0.0646906472,5,0,0,0,720,74,95,0.0009139334,0.0063050964,28,13,1452,37995,28.197674419,9,1360,32300,24.081115336,16,1248,20350,19.035657325,1.1272727273,1.027027027,1.3333333333,,20.402764755,23.846255274,16.784840051,,14.386363264,14.960213952,13.181732059,,20,13.45,6.55,0,0,1.41,9.75,10.18
390351053004,228,162.33333333,65,0,0,2,57,36,21,0,17,4,3,10,45,28,17,0,Cuyahoga,0.0539029524,8,0,0,0,1117,125,336,0.007124548,0.0045459926,45,17,1310,20239,16.239316239,15,1260,30000,21.475409836,4,945,12000,11.729148181,1.2666666667,1.2857142857,1.2352941176,,19.736842105,19.440246454,19.736842105,,13.960306398,14.397733006,13.465926937,,19.74,12.28,7.46,0,0,13.22,8.43,19.74
390351054001,219.66666667,174.33333333,45,0,0,1,49,36,13,0,18,4,5,9,37,29,8,0,Cuyahoga,0.1625158109,8,0,0,0,590,71,94,0.0151172951,0.0077130323,58,12,1396.5,37660.5,24.503584912,6,1481,29310.5,19.788310061,18,1341,33500,24.423922564,1.3243243243,1.2413793103,1.625,,23.631840796,24.044043329,21.610890528,,20.764151274,21.964989556,15.384499928,,16.84,13.2,3.64,0,0,9.3,4.75,26.4
390351054002,154.33333333,91,62,0,0,1.3333333333,40,26,14,0,8,1,2,5,35,22,13,0,Cuyahoga,0.0518631747,5,0,0,0,378,81,130,0.0084520274,0.0034996987,62,10,1420,29750,20.970756376,8,1421,31500,23.595773688,8,1466.5,21171,11.969279428,1.1428571429,1.1818181818,1.0769230769,,19.043764035,19.557557904,19.043764035,,15.266318543,16.796093713,12.503511196,,22.68,14.25,8.42,0,0,16.3,6.75,40.17
390351054003,280.33333333,193.66666667,86.666666667,0,0,0,60,39,21,0,19,5,5,9,51,32,19,0,Cuyahoga,0.0877814878,3,0,0,0,922,44,206,0.0012170713,0.0027735451,71,15,1380,29900,20.367847411,12,1534,38815,27.703836016,12,1352,44650,25.148112475,1.1764705882,1.21875,1.1052631579,,23.66851809,24.137931034,23.199105145,,17.570037687,20.305492105,10.352376155,,18.19,11.41,6.78,0,0,1.39,3.16,25.33
390351054004,174,127.66666667,46.333333333,0,0,0,23,19,4,0,8,0,2,6,17,14,3,0,Cuyahoga,0.0514253348,2,0,0,0,622,23,117,0.0016552959,0.0021517734,21,5,1396,17100,10.43956044,8,1554.5,45500,31.633452008,6,1243,43450,35.38708885,1.3529411765,1.3571428571,1.3333333333,,27.223088924,29.605263158,13.693872459,,20.890752562,21.789830399,10.24928477,,9.77,8.05,1.72,0,0,3.22,4.18,12.07
390351054005,165.33333333,107.33333333,58,0,0,0,23,16,7,0,9,4,2,3,17,11,6,0,Cuyahoga,0.0526774641,3,0,0,0,626,40,211,0.011603069,0.0024607581,30,8,1295,18750,14.637746991,6,1438,21532.5,16.25068358,2,1949,38750,20.824671623,1.3529411765,1.4545454545,1.1666666667,,17.409470752,17.778094449,15.283842795,,17.892345725,20.094313923,12.053703617,,10.28,6.65,3.63,0,0,22.03,4.67,18.15
390351055001,287.33333333,171.33333333,115,0,0,1,55,27,28,0,11,1,5,5,42,21,21,0,Cuyahoga,0.1294056189,7,0,0,0,1416,153,398,0.035893057,0.0017408818,75,7,1545,21500,15.178571429,10,1665.5,53200,36.063145008,10,1348.5,47500,29.334612588,1.3095238095,1.2857142857,1.3333333333,,21.810250818,25.76,21.34918749,,22.92765679,28.584213772,14.182822894,,14.62,7.31,7.31,0,0,27.74,1.35,26.1
390351055002,148,89,59,0,0,0,20,14,6,0,9,1,4,4,18,13,5,0,Cuyahoga,0.0394372484,0,0,0,0,811,44,159,0.0006091813,0.0001793503,28,6,1550.5,64500,40.395515656,4,1608.5,53500,31.555519201,4,1817.5,57000,31.257906921,1.1111111111,1.0769230769,1.2,,28.015840794,33.703203221,23.116752199,,10.980468637,12.048521109,3.3539257771,,12.16,8.78,3.38,0,0,1.54,0.45,18.92
390351056021,190.66666667,98,92,0,0,1,35,14,21,0,9,2,4,3,27,11,16,0,Cuyahoga,0.3367112126,6,0,0,0,1080,78,452,0.0679185678,0.0092995653,38,4,1681,28750,17.666510791,7,1378,20000,14.285714286,3,932,40000,42.918454936,1.2962962963,1.2727272727,1.3125,,20.108275329,19.125255226,21.825396825,,15.508580775,21.679015041,9.6900529641,,14.16,5.77,8.39,0,0,20.17,2.76,19.93
390351056022,207.33333333,165.66666667,39.666666667,0,0,2,43,32,11,0,19,7,5,7,35,27,8,0,Cuyahoga,0.3053720712,12,0,0,0,874,26,169,0.0413582559,0.016506471,47,8,1059,23400,26.384321363,10,1200.5,38550,28.559936676,14,1130.5,24500,17.57518797,1.2285714286,1.1851851852,1.375,,24.718126626,25.397340825,22.97979798,,13.578948464,14.550659475,10.751494443,,16.88,13.02,3.86,0,0,13.54,5.41,22.67
390351056023,163.33333333,116.66666667,45.666666667,0,0,1,45,27,18,0,15,2,6,7,37,23,14,0,Cuyahoga,0.0372549989,4,0,0,0,605,38,83,0.0025476713,0.0018135546,51,11,1384,25000,20.289855072,7,1320,38500,34.178187404,9,1344,29000,21.946564885,1.2162162162,1.1739130435,1.2857142857,,21.946564885,21.946564885,22.232680723,,15.241477775,16.85089028,12.840496616,,22.65,14.08,8.57,0,0,6.84,4.87,31.22
390351057001,284,245.33333333,35.666666667,0,0,3,63,54,9,0,15,1,3,11,53,46,7,0,Cuyahoga,0.246243998,3,1,57,90,1511,86,772,0.0955014635,0.0185882619,59,18,1157,39450,42.621527778,20,1234.5,61750,47.856457226,16,1137.5,47750,46.74497982,1.1886792453,1.1739130435,1.2857142857,,41.99160168,46.810157296,26.136363636,,19.55471461,19.672552815,8.0683098213,,18.66,16.2,2.46,0,0.35,38.78,7.55,20.77
390351057002,606.33333333,589.33333333,17,0,0,0,108,105,3,0,23,2,4,17,103,100,3,0,Cuyahoga,0.3037423339,0,2,250,250,1319,48,347,0.015,0.0168840393,48,35,1084,83000,78.769692423,39,1160,105000,90.460526316,31,1080,105000,97.222222222,1.0485436893,1.05,1,,86.673429346,87.944664032,33.350840336,,29.210479809,28.254258093,25.879691419,,16.99,16.49,0.49,0,0.33,4.94,5.56,7.92
390351057003,379.33333333,336.33333333,42,0,0,1,50,41,9,0,8,1,3,4,47,38,9,0,Cuyahoga,0.0816084862,3,0,0,0,1008,110,238,0.0040895102,0.0043604368,42,10,1225,47500,58.611562576,17,1248,56000,55.873925501,14,1140,65500,64.56201482,1.0638297872,1.0789473684,1,,56.004847868,60.57312253,28.791334094,,22.881867401,21.789738231,11.948104596,,12.39,10.02,2.37,0,0,5.01,5.34,11.07
390351059001,393.66666667,327.33333333,64.333333333,0,0,2,65,53,12,0,19,2,0,17,60,49,11,0,Cuyahoga,0.1935684644,0,0,0,0,1125,48,219,0.0093253917,0.0023374727,37,20,1148,49350,48.902120411,20,1248.5,51550,44.835838527,13,1121,60000,57.251908397,1.0833333333,1.0816326531,1.0909090909,,46.777546778,50.048971596,44.651672561,,23.276642796,24.818562934,13.518969246,,15.24,12.45,2.79,0,0,4.82,1.21,9.4
390351059002,407,239.33333333,21.666666667,3,0,143,47,45,1,1,11,1,1,9,42,40,1,1,Cuyahoga,0.2302056998,1,0,0,0,942,33,140,0.1051218147,0.001540978,14,10,1246,70000,57.484029316,16,1230,93000,76.177055703,19,1329,90000,75.380914194,1.119047619,1.125,1,1,68.387096774,68.387096774,18.680445151,71.922110553,27.067788175,26.58748771,,,10.32,9.83,0.25,0.25,0,45.66,0.67,3.44
390351059003,434,396,38,0,0,0,62,54,8,0,16,0,2,14,58,51,7,0,Cuyahoga,0.1740486829,1,0,0,0,994,0,64,0.0119977832,0.0008393595,24,21,1211,79000,70.833333333,13,1239,102000,77.003080082,20,1219.5,98500,77.677304965,1.0689655172,1.0588235294,1.1428571429,,70.958835341,71.697715543,32.653022425,,29.107712224,27.66802063,12.139412049,,13.36,11.75,1.61,0,0,6.89,0.48,5.53
390351061001,556,523,32,0,0,1,75,72,3,0,20,0,3,17,68,65,3,0,Cuyahoga,0.3992867921,1,0,0,0,1853,29,348,0.0622510976,0.0150459496,73,21,1197,88000,67.182246133,16,1368.5,91610,68.081149927,35,1264,96000,72.727272727,1.1029411765,1.1076923077,1,,67.498165811,70.159090909,26.876267748,,21.656506856,20.600065093,16.018945717,,12.23,11.69,0.54,0,0,15.59,3.77,13.13
390351061002,382,379,3,0,0,0,58,57,1,0,13,0,0,13,52,51,1,0,Cuyahoga,0.1072429679,0,0,0,0,811,55,130,0.0259377152,0.0047042872,11,19,1154,80000,72.855879752,13,1163,110000,86.08815427,25,1116,97500,90.108401084,1.1153846154,1.1176470588,1,,84.177988503,84.817244611,52.8125,,24.726259992,24.629159697,,,13.61,13.35,0.26,0,0,24.19,4.39,2.88
390351061003,411.66666667,402.33333333,9,0,0,1,61,61,0,0,12,1,1,10,59,59,0,0,Cuyahoga,0.1172800801,1,0,0,0,1031,61,49,0.0126969625,0.0015836633,35,26,1260,92800,77.232997218,17,1236,106000,91.917098446,18,1264.5,104250,83.955098134,1.0338983051,1.0338983051,,,83.612040134,83.612040134,,,19.886423373,19.886423373,,,14.33,14.33,0,0,0,10.83,1.35,8.5
390351062001,211.66666667,151,60.666666667,0,0,0,28,17,11,0,9,0,2,7,25,17,8,0,Cuyahoga,0.0496002298,1,0,0,0,761,0,160,0.0081776214,0,26,9,1314,77000,55.435565155,3,1285,94900,76.041666667,5,1263,100000,74.404761905,1.12,1,1.375,,49.525335185,65.537555228,38.532110092,,88.910866454,109.7118424,14.345349705,,11.81,8.03,3.78,0,0,16.49,0,12.28
390351062002,642.33333333,554,87,0,0,1.3333333333,100,84,16,0,16,1,0,15,88,73,15,0,Cuyahoga,0.1918483792,1,0,0,0,1749,138,315,0,0.0034715048,80,25,1152,65000,65.040650407,30,1147.5,67000,59.512232019,29,1064,62000,59.709821429,1.1363636364,1.1506849315,1.0666666667,,55.695281159,59.802827381,44.824660633,,27.569957267,28.669369192,13.190469281,,13.7,11.36,2.34,0,0,0,1.81,12.45
390351062003,408,391,16,0,0,1,71,68,3,0,17,0,1,16,66,63,3,0,Cuyahoga,0.1628667778,1,0,0,0,1465,25,338,0.0265775296,0.0021335873,36,24,1103.5,71500,55.215798197,19,1066,70000,68.849706129,25,1108,72000,69.796954315,1.0757575758,1.0793650794,1,,64.981949458,67.438513867,42.709867452,,28.875604786,29.008360355,9.7740079293,,16.18,15.44,0.74,0,0,16.32,1.31,8.82
390351063001,420.66666667,317.33333333,103,0,0,1,83,58,25,0,30,4,3,23,71,50,21,0,Cuyahoga,0.3604271526,4,0,0,0,1527,138,420,0.0535773574,0.0067739182,64,18,1320,37500,30.736184001,22,1276.5,39000,31.479904656,18,1335.5,45000,37.687674581,1.1690140845,1.16,1.1904761905,,30.155642023,31.523268307,22.747156605,,19.37808375,20.380016372,14.839088137,,16.88,11.89,4.99,0,0,14.86,1.88,15.21
390351063002,402,272,130,0,0,0,63,40,23,0,15,1,4,10,52,33,19,0,Cuyahoga,0.1050788652,2,0,0,0,1187,83,269,0.015522017,0.0012883092,71,12,1539.5,75950,56.235962159,12,1468,87950,55.521124573,16,1372.5,100000,65.659692991,1.2115384615,1.2121212121,1.2105263158,,43.008784773,56.749478287,36.995930448,,22.074638171,23.822996027,12.983568551,,12.94,8.21,4.73,0,0,14.77,1.23,17.66
390351064001,356,236.66666667,118.33333333,0,0,1,74,44,30,0,21,3,4,14,61,38,23,0,Cuyahoga,0.0945757278,0,0,0,0,1130,34,266,0.0100632748,0.0011720185,50,17,1243,63950,52.797833935,18,1335.5,56600,47.042697955,9,1426,55000,34.461152882,1.2131147541,1.1578947368,1.3043478261,,37.8996004,48.199433143,35.262455283,,22.349106416,24.261866506,12.885758244,,17.13,10.67,6.46,0,0,10.64,1.24,14.04
390351065001,308,274,34,0,0,0,43,37,6,0,11,1,2,8,34,29,5,0,Cuyahoga,0.1525308225,1,0,0,0,867,27,94,0.0021231491,0.0057046315,45,8,1175,67000,52.736798833,17,1172,75000,63.993174061,12,1122,95250,88.896780303,1.2647058824,1.275862069,1.2,,63.993174061,67.366579178,54.93073827,,32.30977589,34.230800092,13.539043198,,11.04,9.42,1.62,0,0,1.39,3.74,14.61
